spectrum_path,spectrum_filename,target_id,sample_id,material_id,group_id,possible_family_id,Zn_raw,Zn_mask,Mn_raw,Mn_mask,Cd_raw,Cd_mask,MgO_raw,Mg_mask,Cu_raw,Cu_mask,Pb_raw,Pb_mask,Mg_elemental_equivalent
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv033.csv,plibs_z903_kv033.csv,kv033,KV033,,kv033,,144.0,1,1626.0,1,,0,13.15,1,,0,3.0,1,7.930000744342993
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv034.csv,plibs_z903_kv034.csv,kv034,KV034,,kv034,,160.0,1,1781.0,1,,0,12.42,1,,0,2.0,1,7.48978017070266
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv035.csv,plibs_z903_kv035.csv,kv035,KV035,,kv035,,119.0,1,1472.0,1,,0,12.18,1,,0,2.0,1,7.3450501190948785
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv036.csv,plibs_z903_kv036.csv,kv036,KV036,,kv036,,112.0,1,1394.0,1,,0,8.09,1,,0,2.0,1,4.878608822945613
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv041.csv,plibs_z903_kv041.csv,kv041,KV041,,kv041,,107.0,1,1394.0,1,,0,13.64,1,,0,1.0,1,8.225491266375546
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv0416.csv,plibs_z903_kv0416.csv,kv0416,KV0416,,kv0416,,128.0,1,1317.0,1,,0,17.54,1,,0,1.0,1,10.577354605001984
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv0418.csv,plibs_z903_kv0418.csv,kv0418,KV0418,,kv0418,,119.0,1,1317.0,1,,0,8.35,1,,0,1.0,1,5.035399712187376
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv0419.csv,plibs_z903_kv0419.csv,kv0419,KV0419,,kv0419,,113.0,1,1317.0,1,,0,9.89,1,,0,1.0,1,5.9640842100039695
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv0420.csv,plibs_z903_kv0420.csv,kv0420,KV0420,,kv0420,,134.0,1,1394.0,1,,0,3.93,1,,0,4.0,1,2.369954595077412
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv043.csv,plibs_z903_kv043.csv,kv043,KV043,,kv043,,121.0,1,1394.0,1,,0,10.63,1,,0,2.0,1,6.410335202461294
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv046.csv,plibs_z903_kv046.csv,kv046,KV046,,kv046,,108.0,1,1549.0,1,,0,14.21,1,,0,2.0,1,8.569225138944025
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_kv048.csv,plibs_z903_kv048.csv,kv048,KV048,,kv048,,130.0,1,1704.0,1,,0,14.68,1,,0,2.0,1,8.852654823342595
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_l134825.csv,plibs_z903_l134825.csv,l134825,L134825,,l134825,,500.0,1,247143.0,1,,0,0.05,1,,0,,0,0.0301520940849543
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm100.csv,plibs_z903_ldm100.csv,ldm100,LDM100,,ldm100,,,0,1084.0,1,,0,2.73,1,,0,,0,1.646304337038507
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm101.csv,plibs_z903_ldm101.csv,ldm101,LDM101,,ldm101,,,0,620.0,1,,0,0.68,1,,0,,0,0.4100684795553791
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm106.csv,plibs_z903_ldm106.csv,ldm106,LDM106,,ldm106,,,0,929.0,1,,0,3.75,1,,0,,0,2.261407056371576
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm107.csv,plibs_z903_ldm107.csv,ldm107,LDM107,,ldm107,,,0,775.0,1,,0,1.49,1,,0,,0,0.8985324037316395
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm109.csv,plibs_z903_ldm109.csv,ldm109,LDM109,,ldm109,,,0,1162.0,1,,0,6.26,1,,0,,0,3.775042179436284
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm112.csv,plibs_z903_ldm112.csv,ldm112,LDM112,,ldm112,,,0,906.0,1,,0,4.13,1,,0,,0,2.490562971417229
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm113.csv,plibs_z903_ldm113.csv,ldm113,LDM113,,ldm113,,,0,1084.0,1,,0,4.1,1,,0,,0,2.472471714966256
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm131.csv,plibs_z903_ldm131.csv,ldm131,LDM131,,ldm131,,,0,1123.0,1,,0,2.57,1,,0,,0,1.5498176359666531
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm146.csv,plibs_z903_ldm146.csv,ldm146,LDM146,,ldm146,,,0,1239.0,1,,0,7.19,1,,0,,0,4.335871129416435
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm148.csv,plibs_z903_ldm148.csv,ldm148,LDM148,,ldm148,,,0,1007.0,1,,0,3.41,1,,0,,0,2.0563728165938864
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm150.csv,plibs_z903_ldm150.csv,ldm150,LDM150,,ldm150,,,0,1007.0,1,,0,5.55,1,,0,,0,3.346882443429932
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm153.csv,plibs_z903_ldm153.csv,ldm153,LDM153,,ldm153,,,0,1084.0,1,,0,4.9,1,,0,,0,2.954905220325526
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm155.csv,plibs_z903_ldm155.csv,ldm155,LDM155,,ldm155,,,0,945.0,1,,0,3.47,1,,0,,0,2.0925553294958315
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm161.csv,plibs_z903_ldm161.csv,ldm161,LDM161,,ldm161,,,0,465.0,1,,0,0.43,1,,0,,0,0.2593080091306073
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm164.csv,plibs_z903_ldm164.csv,ldm164,LDM164,,ldm164,,,0,1007.0,1,,0,4.93,1,,0,,0,2.972996476776498
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm178.csv,plibs_z903_ldm178.csv,ldm178,LDM178,,ldm178,,,0,1317.0,1,,0,3.62,1,,0,,0,2.1830116117506946
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm181.csv,plibs_z903_ldm181.csv,ldm181,LDM181,,ldm181,,,0,1317.0,1,,0,3.78,1,,0,,0,2.279498312822549
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm194.csv,plibs_z903_ldm194.csv,ldm194,LDM194,,ldm194,,,0,1007.0,1,,0,2.85,1,,0,,0,1.7186693628423977
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm198.csv,plibs_z903_ldm198.csv,ldm198,LDM198,,ldm198,,,0,929.0,1,,0,2.19,1,,0,,0,1.3206617209210003
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm211.csv,plibs_z903_ldm211.csv,ldm211,LDM211,,ldm211,,,0,1239.0,1,,0,5.09,1,,0,,0,3.0694831778483525
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm214.csv,plibs_z903_ldm214.csv,ldm214,LDM214,,ldm214,,,0,1007.0,1,,0,3.33,1,,0,,0,2.00812946605796
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm218a.csv,plibs_z903_ldm218a.csv,ldm218a,LDM218A,,ldm218a,,,0,1007.0,1,,0,3.49,1,,0,,0,2.1046161671298136
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm225.csv,plibs_z903_ldm225.csv,ldm225,LDM225,,ldm225,,,0,852.0,1,,0,1.53,1,,0,,0,0.922654078999603
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm228.csv,plibs_z903_ldm228.csv,ldm228,LDM228,,ldm228,,,0,1007.0,1,,0,4.15,1,,0,,0,2.5026238090512107
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm229.csv,plibs_z903_ldm229.csv,ldm229,LDM229,,ldm229,,,0,929.0,1,,0,1.82,1,,0,,0,1.097536224692338
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm230.csv,plibs_z903_ldm230.csv,ldm230,LDM230,,ldm230,,,0,1084.0,1,,0,4.98,1,,0,,0,3.003148570861453
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm231.csv,plibs_z903_ldm231.csv,ldm231,LDM231,,ldm231,,,0,1084.0,1,,0,4.91,1,,0,,0,2.960935639142517
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm233.csv,plibs_z903_ldm233.csv,ldm233,LDM233,,ldm233,,,0,929.0,1,,0,4.25,1,,0,,0,2.562927997221119
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm238.csv,plibs_z903_ldm238.csv,ldm238,LDM238,,ldm238,,,0,1193.0,1,,0,1.83,1,,0,,0,1.103566643509329
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm244.csv,plibs_z903_ldm244.csv,ldm244,LDM244,,ldm244,,,0,836.0,1,,0,2.07,1,,0,,0,1.2482966951171095
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm245.csv,plibs_z903_ldm245.csv,ldm245,LDM245,,ldm245,,,0,1077.0,1,,0,2.45,1,,0,,0,1.477452610162763
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm250.csv,plibs_z903_ldm250.csv,ldm250,LDM250,,ldm250,,,0,1092.0,1,,0,3.64,1,,0,,0,2.1950724493846763
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm270.csv,plibs_z903_ldm270.csv,ldm270,LDM270,,ldm270,,,0,1007.0,1,,0,3.73,1,,0,,0,2.2493462187375943
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm271.csv,plibs_z903_ldm271.csv,ldm271,LDM271,,ldm271,,,0,1069.0,1,,0,3.66,1,,0,,0,2.207133287018658
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm274.csv,plibs_z903_ldm274.csv,ldm274,LDM274,,ldm274,,,0,1200.0,1,,0,4.67,1,,0,,0,2.816205587534736
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm65.csv,plibs_z903_ldm65.csv,ldm65,LDM65,,ldm65,,,0,1239.0,1,,0,3.76,1,,0,,0,2.2674374751885664
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm68.csv,plibs_z903_ldm68.csv,ldm68,LDM68,,ldm68,,,0,620.0,1,,0,0.52,1,,0,,0,0.3135817784835252
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm7.csv,plibs_z903_ldm7.csv,ldm7,LDM7,,ldm7,,,0,713.0,1,,0,1.73,1,,0,,0,1.0432624553394203
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm74.csv,plibs_z903_ldm74.csv,ldm74,LDM74,,ldm74,,,0,929.0,1,,0,3.95,1,,0,,0,2.3820154327113934
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm78.csv,plibs_z903_ldm78.csv,ldm78,LDM78,,ldm78,,,0,387.0,1,,0,0.24,1,,0,,0,0.1447300516077808
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm8.csv,plibs_z903_ldm8.csv,ldm8,LDM8,,ldm8,,,0,999.0,1,,0,4.14,1,,0,,0,2.4965933902342194
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm81.csv,plibs_z903_ldm81.csv,ldm81,LDM81,,ldm81,,,0,1007.0,1,,0,3.97,1,,0,,0,2.394076270345375
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm85.csv,plibs_z903_ldm85.csv,ldm85,LDM85,,ldm85,,,0,1084.0,1,,0,6.15,1,,0,,0,3.7087075724493848
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm86.csv,plibs_z903_ldm86.csv,ldm86,LDM86,,ldm86,,,0,387.0,1,,0,0.25,1,,0,,0,0.1507604704247717
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm88.csv,plibs_z903_ldm88.csv,ldm88,LDM88,,ldm88,,,0,798.0,1,,0,2.26,1,,0,,0,1.3628746526399362
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm89.csv,plibs_z903_ldm89.csv,ldm89,LDM89,,ldm89,,,0,449.0,1,,0,0.5,1,,0,,0,0.3015209408495434
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm9.csv,plibs_z903_ldm9.csv,ldm9,LDM9,,ldm9,,,0,1077.0,1,,0,2.35,1,,0,,0,1.4171484219928543
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm91.csv,plibs_z903_ldm91.csv,ldm91,LDM91,,ldm91,,,0,1007.0,1,,0,4.88,1,,0,,0,2.942844382691544
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm92.csv,plibs_z903_ldm92.csv,ldm92,LDM92,,ldm92,,,0,1007.0,1,,0,3.22,1,,0,,0,1.94179485907106
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ldm94.csv,plibs_z903_ldm94.csv,ldm94,LDM94,,ldm94,,,0,465.0,1,,0,0.33,1,,0,,0,0.1990038209606986
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_lksd2.csv,plibs_z903_lksd2.csv,lksd2,LKSD2,,lksd2,,209.0,1,2020.0,1,,0,1.7,1,37.0,1,44.0,1,1.0251711988884478
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_lksd4.csv,plibs_z903_lksd4.csv,lksd4,LKSD4,,lksd4,,194.0,1,500.0,1,,0,0.9,1,31.0,1,91.0,1,0.5427376935291782
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_loistd.csv,plibs_z903_loistd.csv,loistd,LOISTD,,loistd,,,0,0.0,1,,0,2.43,1,0.0,1,0.0,1,1.4653917725287813
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_lp20.csv,plibs_z903_lp20.csv,lp20,LP20,,lp20,,,0,700.0,1,,0,2.87,1,70.0,1,17.0,1,1.7307302004763794
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_lp4.csv,plibs_z903_lp4.csv,lp4,LP4,,lp4,,,0,1080.0,1,,0,6.26,1,100.0,1,27.0,1,3.775042179436284
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m1.csv,plibs_z903_m1.csv,m1,M1,,m1,M1,76.0,1,1626.0,1,,0,30.8,1,,0,6.0,1,18.57368995633188
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m10.csv,plibs_z903_m10.csv,m10,M10,,m10,,210.0,1,697.0,1,,0,27.62,1,,0,18.0,1,16.65601677252878
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m11.csv,plibs_z903_m11.csv,m11,M11,,m11,M11,98.0,1,1317.0,1,,0,27.73,1,,0,7.0,1,16.72235137951568
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m11hag.csv,plibs_z903_m11hag.csv,m11hag,M11HAG,,m11hag,M11,98.0,1,1317.0,1,,0,27.73,1,,0,7.0,1,16.72235137951568
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m12.csv,plibs_z903_m12.csv,m12,M12,,m12,M12,88.0,1,1317.0,1,,0,24.52,1,,0,19.0,1,14.78658693926161
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m13.csv,plibs_z903_m13.csv,m13,M13,,m13,,57.0,1,232.0,1,,0,24.25,1,,0,12.0,1,14.623765631202858
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m2mt.csv,plibs_z903_m2mt.csv,m2mt,M2MT,,m2mt,M2,43.0,1,232.0,1,,0,1.58,1,107.0,1,,0,0.9528061730845574
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m34.csv,plibs_z903_m34.csv,m34,M34,,m34,,76.0,1,1472.0,1,,0,33.38,1,,0,8.0,1,20.12953801111552
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m4.csv,plibs_z903_m4.csv,m4,M4,,m4,M4,74.0,1,1859.0,1,,0,30.91,1,,0,10.0,1,18.64002456331877
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m4mt.csv,plibs_z903_m4mt.csv,m4mt,M4MT,,m4mt,M4,109.0,1,387.0,1,,0,2.29,1,51.0,1,,0,1.380965909090909
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m5.csv,plibs_z903_m5.csv,m5,M5,,m5,M5,70.0,1,697.0,1,,0,29.04,1,,0,26.0,1,17.512336244541483
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m5a.csv,plibs_z903_m5a.csv,m5a,M5A,,m5a,M5,231.0,1,1394.0,1,,0,28.59,1,,0,60.0,1,17.240967397776895
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m5ahag.csv,plibs_z903_m5ahag.csv,m5ahag,M5AHAG,,m5ahag,M5,231.0,1,1394.0,1,,0,28.59,1,,0,60.0,1,17.240967397776895
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m5mt.csv,plibs_z903_m5mt.csv,m5mt,M5MT,,m5mt,M5,113.0,1,465.0,1,,0,2.3,1,70.0,1,,0,1.3869963279078998
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m6.csv,plibs_z903_m6.csv,m6,M6,,m6,M6,77.0,1,1549.0,1,,0,31.18,1,,0,7.0,1,18.802845871377528
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m6mt.csv,plibs_z903_m6mt.csv,m6mt,M6MT,,m6mt,M6,109.0,1,465.0,1,,0,2.14,1,37.0,1,,0,1.290509626836046
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m7.csv,plibs_z903_m7.csv,m7,M7,,m7,M7,254.0,1,1549.0,1,,0,30.58,1,,0,48.0,1,18.44102074235808
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m7mt.csv,plibs_z903_m7mt.csv,m7mt,M7MT,,m7mt,M7,96.0,1,465.0,1,,0,1.88,1,72.0,1,,0,1.1337187375942832
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m8mt.csv,plibs_z903_m8mt.csv,m8mt,M8MT,,m8mt,M8,60.0,1,465.0,1,,0,2.52,1,96.0,1,,0,1.5196655418816991
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m9.csv,plibs_z903_m9.csv,m9,M9,,m9,,70.0,1,1394.0,1,,0,30.71,1,,0,8.0,1,18.51941618697896
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m98973.csv,plibs_z903_m98973.csv,m98973,M98973,,m98973,,1044.0,1,2943.0,1,,0,0.02,1,,0,,0,0.0120608376339817
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m9a5.csv,plibs_z903_m9a5.csv,m9a5,M9A5,,m9a5,,69.0,1,1084.0,1,,0,27.97,1,,0,46.0,1,16.86708143112346
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_m9a7.csv,plibs_z903_m9a7.csv,m9a7,M9A7,,m9a7,,190.0,1,1239.0,1,,0,27.9,1,,0,39.0,1,16.824868499404523
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_ma217b.csv,plibs_z903_ma217b.csv,ma217b,MA217B,,ma217b,,65.0,1,310.0,1,,0,0.0,1,,0,13.0,1,0.0
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_mag1ma.csv,plibs_z903_mag1ma.csv,mag1ma,MAG1MA,,mag1ma,MAG1,130.0,1,501.0,1,0.2,1,2.92,1,30.0,1,24.0,1,1.7608822945613336
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_mag1mc.csv,plibs_z903_mag1mc.csv,mag1mc,MAG1MC,,mag1mc,MAG1,130.0,1,503.0,1,0.2,1,2.92,1,30.0,1,24.0,1,1.7608822945613336
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_mag1md.csv,plibs_z903_mag1md.csv,mag1md,MAG1MD,,mag1md,MAG1,130.0,1,504.0,1,0.2,1,2.92,1,30.0,1,24.0,1,1.7608822945613336
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_maine.csv,plibs_z903_maine.csv,maine,MAINE,,maine,,24.0,1,505.0,1,,0,0.39,1,1.0,1,21.0,1,0.2351863338626439
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_mc.csv,plibs_z903_mc.csv,mc,MC,,mc,,,0,418.0,1,,0,4.98,1,123.0,1,18.7,1,3.003148570861453
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_melanterite.csv,plibs_z903_melanterite.csv,melanterite,MELANTERITE,,melanterite,,,0,,0,,0,0.0,1,,0,,0,0.0
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_metavoltine.csv,plibs_z903_metavoltine.csv,metavoltine,METAVOLTINE,,metavoltine,,,0,,0,,0,0.05,1,,0,,0,0.0301520940849543
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_mg0a.csv,plibs_z903_mg0a.csv,mg0a,MG0A,,mg0a,,140.0,1,1657.0,1,,0,5.87,1,,0,3.0,1,3.53985584557364
D:\PROJECT\atomic-spectrum-cnn-copilot\atomic-spectrum-cnn-copilot\data\raw\pds_z903\plibs_z903_mg1a.csv,plibs_z903_mg1a.csv,mg1a,MG1A,,mg1a,MG1,128.0,1,1541.0,1,,0,5.86,1,,0,1.0,1,3.5338254267566493
